,fromN,toN
3923,55,761
3924,55,784
3925,55,793
3926,55,795
3927,55,918
3928,55,942
3929,55,956
3930,55,958
3931,55,1014
3932,55,1020
3933,55,1030
3934,55,1080
3935,55,1123
3936,55,1432
3937,56,6
3938,56,28
3939,56,49
3940,56,61
3941,56,105
3942,56,152
3943,56,175
3944,56,192
3945,56,214
3946,56,368
3947,56,415
3948,56,515
3949,56,622
3950,56,750
3951,56,762
3952,56,1077
3953,56,1211
3954,56,1549
3955,56,2151
3956,56,2211
3957,56,2323
3958,56,2651
3959,56,8287
3960,56,8290
3961,57,55
3962,57,61
3963,57,228
3964,57,271
3965,57,299
3966,57,415
3967,57,549
3968,57,656
3969,57,673
3970,57,675
3971,57,756
3972,57,789
3973,57,817
3974,58,15
3975,58,23
3976,58,28
3977,58,50
3978,58,55
3979,58,61
3980,58,75
3981,58,80
3982,58,89
3983,58,93
3984,58,94
3985,58,127
3986,58,132
3987,58,144
3988,58,154
3989,58,163
3990,58,167
3991,58,183
3992,58,257
3993,58,271
3994,58,274
3995,58,290
3996,58,299
3997,58,310
3998,58,322
3999,58,325
4000,58,853
4001,58,1186
4002,58,1697
4003,58,1966
4004,58,2345
4005,58,2877
4006,58,5079
4007,58,5254
4008,58,5378
4009,58,5412
4010,58,6044
4011,58,8237
4012,59,3
4013,59,15
4014,59,28
4015,59,33
4016,59,49
4017,59,56
4018,59,61
4019,59,86
4020,59,152
4021,59,167
4022,59,168
4023,59,204
4024,59,214
4025,59,219
4026,59,228
4027,59,252
4028,59,271
4029,59,298
4030,59,370
4031,59,371
4032,59,372
4033,59,377
4034,59,378
4035,59,391
4036,59,407
4037,59,417
4038,59,421
4039,59,425
4040,59,431
4041,59,549
4042,59,564
4043,59,584
4044,59,600
4045,59,643
4046,59,723
4047,59,733
4048,59,763
4049,59,861
4050,59,895
4051,59,928
4052,59,935
4053,59,937
4054,59,959
4055,59,1000
4056,59,1034
4057,59,1125
4058,59,1131
4059,59,1152
4060,59,1201
4061,59,1230
4062,59,1315
4063,59,1357
4064,59,1396
4065,59,1416
4066,59,1464
4067,59,1476
4068,59,1484
4069,59,1595
4070,59,1604
4071,59,1633
4072,59,1781
4073,59,1808
4074,59,1836
4075,59,1842
4076,59,1893
4077,59,1918
4078,59,2062
4079,59,2066
4080,59,2174
4081,59,2345
4082,59,2371
4083,59,2375
4084,59,2397
4085,59,2400
4086,59,2470
4087,59,2547
4088,59,2550
4089,59,2560
4090,59,2724
4091,59,2727
4092,59,2922
4093,59,2946
4094,59,2955
4095,59,2963
4096,59,2966
4097,59,2972
4098,59,2977
4099,59,2979
4100,59,3015
4101,59,3408
4102,59,3807
4103,59,5404
4104,59,5624
4105,59,6166
4106,60,61
4107,60,1374
4108,60,1521
4109,60,1717
4110,60,1726
4111,60,1956
4112,60,2252
4113,60,2625
4114,60,7624
4115,62,6
4116,62,243
4117,62,280
4118,62,363
4119,62,370
4120,62,415
4121,62,606
4122,62,607
4123,62,609
4124,62,611
4125,62,2091
4126,62,2092
4127,62,2095
4128,62,2185
4129,62,2193
4130,62,2247
4131,62,2470
4132,27,6
4133,27,15
4134,27,19
4135,27,28
4136,27,34
4137,27,55
4138,27,93
4139,27,132
4140,27,135
4141,27,140
4142,27,144
4143,27,152
4144,27,153
4145,27,167
4146,27,175
4147,27,182
4148,27,183
4149,27,216
4150,27,219
4151,27,226
4152,27,243
4153,27,271
4154,27,274
4155,27,280
4156,27,282
4157,27,301
4158,27,302
4159,27,306
4160,27,310
4161,27,319
4162,27,325
4163,27,348
4164,27,362
4165,27,370
4166,27,371
4167,27,373
4168,27,377
4169,27,379
4170,27,390
4171,27,394
4172,27,396
4173,27,402
4174,27,422
4175,27,427
4176,27,433
4177,27,435
4178,27,566
4179,27,567
4180,27,584
4181,27,586
4182,27,590
4183,27,604
4184,27,606
4185,27,609
4186,27,613
4187,27,616
4188,27,624
4189,27,627
4190,27,628
4191,27,631
4192,27,636
4193,27,645
4194,27,656
4195,27,664
4196,27,667
4197,27,668
4198,27,670
4199,27,673
4200,27,681
4201,27,684
4202,27,687
4203,27,700
4204,27,719
4205,27,737
4206,27,741
4207,27,743
4208,27,746
4209,27,748
4210,27,866
4211,27,1092
4212,27,2369
4213,27,2398
4214,27,2696
4215,27,2917
4216,27,3456
4217,27,3537
4218,27,3643
4219,27,4044
4220,27,4189
4221,27,4191
4222,27,4335
4223,27,4400
4224,27,4448
4225,27,4715
4226,27,4828
4227,27,5210
4228,27,5254
4229,27,5412
4230,27,5459
4231,27,5743
4232,27,5844
4233,27,6246
4234,63,6
4235,64,6
4236,65,6
4237,65,89
4238,66,6
4239,66,28
4240,66,55
4241,66,56
4242,66,152
4243,66,183
4244,66,282
4245,66,302
4246,66,338
4247,66,359
4248,66,394
4249,66,402
4250,66,600
4251,66,607
4252,66,665
4253,66,756
4254,66,784
4255,66,977
4256,66,1012
4257,66,1026
4258,66,1075
4259,66,1131
4260,66,1193
4261,66,1267
4262,66,1717
4263,66,1729
4264,66,2014
4265,66,2062
4266,66,2117
4267,66,2193
4268,66,2237
4269,66,2470
4270,66,2625
4271,66,2651
4272,66,2799
4273,66,3352
4274,66,3464
4275,66,3680
4276,66,3803
4277,66,4588
4278,66,4687
4279,66,5529
4280,66,5614
4281,66,7961
4282,72,8
4283,72,15
4284,72,28
4285,72,39
4286,72,56
4287,72,89
4288,72,144
4289,72,152
4290,72,178
4291,72,182
4292,72,204
4293,72,226
4294,72,232
4295,72,236
4296,72,243
4297,72,261
4298,72,271
4299,72,282
4300,72,299
4301,72,313
4302,72,321
4303,72,322
4304,72,325
4305,72,341
4306,72,356
4307,72,370
4308,72,371
4309,72,407
4310,72,422
4311,72,427
4312,72,431
4313,72,432
4314,72,435
4315,72,439
4316,72,440
4317,72,514
4318,72,549
4319,72,566
4320,72,567
4321,72,584
4322,72,586
4323,72,589
4324,72,590
4325,72,592
4326,72,600
4327,72,636
4328,72,637
4329,72,659
4330,72,663
4331,72,667
4332,72,697
4333,72,704
4334,72,714
4335,72,719
4336,72,730
4337,72,733
4338,72,739
4339,72,756
4340,72,761
4341,72,762
4342,72,789
4343,72,794
4344,72,802
4345,72,820
4346,72,844
4347,72,857
4348,72,881
4349,72,885
4350,72,895
4351,72,896
4352,72,943
4353,72,946
4354,72,947
4355,72,959
4356,72,966
4357,72,972
4358,72,975
4359,72,989
4360,72,991
4361,72,993
4362,72,1007
4363,72,1023
4364,72,1026
4365,72,1031
4366,72,1035
4367,72,1053
4368,72,1062
4369,72,1123
4370,72,1131
4371,72,1156
4372,72,1193
4373,72,1211
4374,72,1279
4375,72,1310
4376,72,1319
4377,72,1352
4378,72,1378
4379,72,1394
4380,72,1396
4381,72,1538
4382,72,1549
4383,72,1573
4384,72,1597
4385,72,1621
4386,72,1622
4387,72,1637
4388,72,1717
4389,72,1718
4390,72,1842
4391,72,1848
4392,72,1982
4393,72,2066
4394,72,2398
4395,72,2535
4396,72,2565
4397,72,2774
4398,72,2775
4399,72,3136
4400,72,3164
4401,72,3238
4402,72,3276
4403,72,3291
4404,72,3334
4405,72,3352
4406,72,3443
4407,72,3459
4408,72,3479
4409,72,3498
4410,72,3607
4411,72,3970
4412,72,4037
4413,72,4098
4414,72,4099
4415,72,4276
4416,72,4335
4417,72,4994
4418,72,5022
4419,72,5061
4420,72,5079
4421,72,5254
4422,72,5321
4423,72,5459
4424,72,5511
4425,72,5524
4426,72,5683
4427,72,6004
4428,72,6229
4429,72,6437
4430,72,6566
4431,72,6715
4432,72,6774
4433,72,6790
4434,72,6832
4435,72,6833
4436,72,6855
4437,72,6979
4438,72,7050
4439,72,7279
4440,72,7478
4441,72,7620
4442,72,7632
4443,72,8042
4444,72,8128
4445,72,8295
4446,73,3
4447,73,8
4448,73,28
4449,73,75
4450,73,95
4451,73,152
4452,73,214
4453,73,243
4454,73,274
4455,73,299
4456,73,363
4457,73,378
4458,73,394
4459,75,8
4460,75,28
4461,75,32
4462,75,56
4463,75,94
4464,75,152
4465,75,154
4466,75,192
4467,75,246
4468,75,299
4469,75,370
4470,75,514
4471,75,515
4472,75,545
4473,75,549
4474,75,600
4475,75,739
4476,75,756
4477,75,771
4478,75,928
4479,75,1077
4480,75,1186
4481,75,1243
4482,75,1248
4483,75,1861
4484,75,1864
4485,75,1884
4486,75,1956
4487,75,3755
4488,75,8284
4489,75,8285
4490,76,8
4491,76,514
4492,78,8
4493,78,28
4494,78,49
4495,78,56
4496,78,144
4497,78,214
4498,78,258
4499,78,261
4500,78,300
4501,78,302
4502,78,368
4503,78,377
4504,78,378
4505,78,379
4506,78,390
4507,78,391
4508,78,392
4509,78,396
4510,78,415
4511,78,419
4512,78,421
4513,78,422
4514,78,428
4515,78,431
4516,78,433
4517,78,517
4518,78,524
4519,78,566
4520,78,567
4521,78,659
4522,78,793
4523,78,857
4524,78,1192
4525,78,1211
4526,78,1464
4527,78,1513
4528,78,1514
4529,78,1652
4530,78,1654
4531,78,1662
4532,78,8287
4533,79,8
4534,79,29
4535,79,50
4536,79,55
4537,79,75
4538,79,93
4539,79,94
4540,79,153
4541,79,167
4542,79,192
4543,79,214
4544,79,236
4545,79,243
4546,79,252
4547,79,271
4548,79,299
4549,79,302
4550,79,311
4551,79,313
4552,79,341
4553,79,356
4554,79,370
4555,79,391
4556,79,407
4557,79,435
4558,79,477
4559,79,514
4560,79,515
4561,79,600
4562,79,637
4563,79,659
4564,79,697
4565,79,704
4566,79,733
4567,79,756
4568,79,784
4569,79,789
4570,79,817
4571,79,857
4572,79,864
4573,79,875
4574,79,878
4575,79,893
4576,79,930
4577,79,934
4578,79,955
4579,79,958
4580,79,979
4581,79,1014
4582,79,1020
4583,79,1053
4584,79,8284
4585,79,8287
4586,77,8
4587,77,28
4588,77,49
4589,77,108
4590,77,130
4591,77,175
4592,77,214
4593,77,219
4594,77,271
4595,77,299
4596,77,363
4597,77,524
4598,77,604
4599,77,624
4600,77,644
4601,77,700
4602,77,868
4603,77,878
4604,77,1185
4605,77,1193
4606,77,1372
4607,77,1550
4608,77,1563
4609,77,1816
4610,77,3812
4611,80,8
4612,80,29
4613,80,33
4614,80,50
4615,80,55
4616,80,75
4617,80,86
4618,80,144
4619,80,150
4620,80,151
4621,80,168
4622,80,236
4623,80,252
4624,80,255
4625,80,271
4626,80,280
4627,80,282
4628,80,299
4629,80,304
4630,80,310
4631,80,311
4632,80,319
4633,80,322
4634,80,325
4635,80,339
4636,80,356
4637,80,370
4638,80,402
4639,80,433
4640,80,439
4641,80,560
4642,80,590
4643,80,600
4644,80,619
4645,80,631
4646,80,636
4647,80,643
4648,80,656
4649,80,657
4650,80,658
4651,80,664
4652,80,675
4653,80,681
4654,80,684
4655,80,719
4656,80,723
4657,80,725
4658,80,730
4659,80,733
4660,80,739
4661,80,746
4662,80,756
4663,80,779
4664,80,789
4665,80,798
4666,80,817
4667,80,857
4668,80,945
4669,80,1026
4670,81,8
4671,81,28
4672,81,32
4673,81,55
4674,81,93
4675,81,105
4676,81,175
4677,81,192
4678,81,214
4679,81,273
4680,81,299
4681,81,477
4682,81,506
4683,81,517
4684,81,524
4685,81,1157
4686,81,1218
4687,81,8287
4688,83,33
4689,83,371
4690,83,517
4691,83,1384
4692,83,1385
4693,83,1749
4694,83,2963
4695,83,8287
4696,91,33
4697,91,55
4698,67,33
4699,67,56
4700,67,75
4701,67,132
4702,67,153
4703,67,178
4704,67,192
4705,67,214
4706,67,274
4707,67,282
4708,67,299
4709,67,356
4710,67,391
4711,67,405
4712,67,515
4713,67,756
4714,67,2508
4715,84,33
4716,85,33
4717,86,15
4718,86,33
4719,86,35
4720,86,50
4721,86,55
4722,86,56
4723,86,150
4724,86,214
4725,86,228
4726,86,243
4727,86,259
4728,86,271
4729,86,282
4730,86,299
4731,86,304
4732,86,308
4733,86,313
4734,86,325
4735,86,332
4736,86,391
4737,86,405
4738,86,407
4739,86,415
4740,86,428
4741,86,439
4742,86,447
4743,86,538
4744,86,549
4745,86,564
4746,86,600
4747,86,626
4748,86,674
4749,86,696
4750,86,719
4751,86,733
4752,86,750
4753,86,756
4754,86,761
4755,86,762
4756,86,794
4757,86,795
4758,86,820
4759,86,857
4760,86,866
4761,86,878
4762,86,893
4763,86,895
4764,86,908
4765,86,913
4766,86,918
4767,86,932
4768,86,937
4769,86,972
4770,86,981
4771,86,989
4772,86,991
4773,86,1007
4774,86,1014
4775,86,1026
4776,86,1131
4777,86,1186
4778,86,1234
4779,86,1248
4780,86,1297
4781,86,1305
4782,86,1432
4783,86,1514
4784,86,1525
4785,86,1569
4786,86,1585
4787,86,1672
4788,86,1718
4789,86,1835
4790,86,1855
4791,86,1857
4792,86,1859
4793,86,1987
4794,86,2016
4795,86,2128
4796,86,2157
4797,86,2160
4798,86,2354
4799,86,2397
4800,86,2409
4801,86,2570
4802,86,2576
4803,86,2643
4804,86,2754
4805,86,2763
4806,86,2775
4807,86,2799
4808,86,2809
4809,86,2923
4810,86,3050
4811,86,3092
4812,86,3136
4813,86,3310
4814,86,3443
4815,86,3529
4816,86,3537
4817,86,3576
4818,86,3681
4819,86,3897
4820,86,3970
4821,86,4055
4822,86,4099
4823,86,4247
4824,86,4338
4825,86,4687
4826,86,4719
4827,86,4828
4828,86,4962
4829,86,5028
4830,86,5421
4831,86,5449
4832,86,5936
4833,86,6094
4834,86,6327
4835,86,6914
4836,86,6930
4837,86,7553
4838,86,8291
4839,71,19
4840,71,33
4841,71,35
4842,71,50
4843,71,55
4844,71,75
4845,71,80
4846,71,86
4847,71,93
4848,71,94
4849,71,144
4850,71,151
4851,71,168
4852,71,214
4853,71,226
4854,71,228
4855,71,236
4856,71,257
4857,71,271
4858,71,299
4859,71,319
4860,71,356
4861,71,370
4862,71,391
4863,71,402
4864,71,415
4865,71,427
4866,71,435
4867,71,439
4868,71,447
4869,71,549
4870,71,560
4871,71,564
4872,71,600
4873,71,631
4874,71,706
4875,71,762
4876,71,789
4877,71,895
4878,71,908
4879,71,937
4880,71,963
4881,71,971
4882,71,989
4883,71,1014
4884,71,1026
4885,71,1034
4886,71,1248
4887,71,1297
4888,71,1357
4889,71,1453
4890,71,1465
4891,71,1497
4892,71,1513
4893,71,1518
4894,71,1549
4895,71,1573
4896,71,1585
4897,71,1593
4898,71,1636
4899,71,1811
4900,71,1859
4901,71,1915
4902,71,1918
4903,71,1956
4904,71,1966
4905,71,2095
4906,71,2106
4907,71,2114
4908,71,2210
4909,71,2328
4910,71,2398
4911,71,2400
4912,71,2409
4913,71,2535
4914,71,2646
4915,71,2763
4916,71,2775
4917,71,2801
4918,71,2946
4919,71,2972
4920,71,3027
4921,71,3334
4922,71,3352
4923,71,3529
4924,71,3562
4925,71,3576
4926,71,3635
4927,71,3681
4928,71,3800
4929,71,3804
4930,71,3892
4931,71,3897
4932,71,3970
4933,71,4037
4934,71,4735
4935,71,4780
4936,71,5058
4937,71,5079
4938,71,5254
4939,71,5421
4940,71,5449
4941,71,5671
4942,71,5714
4943,71,6094
4944,71,6327
4945,71,6914
4946,71,7809
4947,71,7921
4948,87,8
4949,87,15
4950,87,28
4951,87,29
4952,87,33
4953,87,35
4954,87,36
4955,87,55
4956,87,56
4957,87,72
4958,87,75
4959,87,86
4960,87,150
4961,87,151
4962,87,154
4963,87,183
4964,87,192
4965,87,204
4966,87,259
4967,87,271
4968,87,282
4969,87,290
4970,87,299
4971,87,304
4972,87,313
4973,87,317
4974,87,348
4975,87,363
4976,87,372
4977,87,396
4978,87,407
4979,87,439
4980,87,515
4981,87,545
4982,87,549
4983,87,579
4984,87,600
4985,87,608
4986,87,647
4987,87,656
4988,87,658
4989,87,667
4990,87,696
4991,87,704
4992,87,737
4993,87,756
4994,87,761
4995,87,762
4996,87,765
4997,87,771
4998,87,789
4999,87,837
5000,87,913
5001,87,928
5002,87,932
5003,87,958
5004,87,963
5005,87,978
5006,87,989
5007,87,999
5008,87,1022
5009,87,1026
5010,87,1053
5011,87,1055
5012,87,1092
5013,87,1123
5014,87,1131
5015,87,1193
5016,87,1199
5017,87,1248
5018,87,1279
5019,87,1297
5020,87,1307
5021,87,1330
5022,87,1352
5023,87,1382
5024,87,1411
5025,87,1413
5026,87,1484
5027,87,1549
5028,87,1573
5029,87,1585
5030,87,1604
5031,87,1717
5032,87,1718
5033,87,1847
5034,87,1855
5035,87,1956
5036,87,1965
5037,87,2053
5038,87,2066
5039,87,2256
5040,87,2264
5041,87,2354
5042,87,2398
5043,87,2456
5044,87,2535
5045,87,2565
5046,87,2576
5047,87,2623
5048,87,2754
5049,87,2764
5050,87,2774
5051,87,2790
5052,87,2801
5053,87,2900
5054,87,2925
5055,87,3027
5056,87,3117
5057,87,3192
5058,87,3238
5059,87,3276
5060,87,3334
5061,87,3352
5062,87,3443
5063,87,3453
5064,87,3460
5065,87,3464
5066,87,3473
5067,87,3479
5068,87,3516
5069,87,3873
5070,87,3892
5071,87,3897
5072,87,3912
5073,87,3962
5074,87,4037
5075,87,4078
5076,87,4099
5077,87,4110
5078,87,4124
5079,87,4191
5080,87,4332
5081,87,4338
5082,87,4400
5083,87,4453
5084,87,4485
5085,87,4510
5086,87,4632
5087,87,4687
5088,87,4712
5089,87,4715
5090,87,4735
5091,87,4748
5092,87,5020
5093,87,5022
5094,87,5028
5095,87,5055
5096,87,5072
5097,87,5200
5098,87,5210
5099,87,5254
5100,87,5308
5101,87,5392
5102,87,5412
5103,87,5415
5104,87,5421
5105,87,5439
5106,87,5449
5107,87,5459
5108,87,5484
5109,87,5584
5110,87,5630
5111,87,5683
5112,87,5684
5113,87,5697
5114,87,5732
5115,87,5737
5116,87,5775
5117,87,5790
5118,87,5798
5119,87,5804
5120,87,5963
5121,87,6006
5122,87,6156
5123,87,6174
5124,87,6296
5125,87,6337
5126,87,6400
5127,87,6407
5128,87,6437
5129,87,6441
5130,87,6458
5131,87,6496
5132,87,6553
5133,87,6737
5134,87,6930
5135,87,7381
5136,87,7478
5137,87,7649
5138,87,7662
5139,87,8141
5140,87,8174
5141,87,8212
5142,87,8287
5143,88,33
5144,89,15
5145,89,33
5146,89,35
5147,89,56
5148,89,86
5149,89,151
5150,89,153
5151,89,168
5152,89,243
5153,89,271
5154,89,310
5155,89,545
5156,89,682
5157,89,756
5158,89,1020
5159,89,1026
5160,89,1031
5161,89,1192
5162,89,1270
5163,89,1425
5164,89,1612
5165,89,2144
5166,89,2145
5167,89,2328
5168,89,2657
5169,89,2991
5170,89,3404
5171,89,3921
5172,89,3974
5173,90,15
5174,90,23
5175,90,28
5176,90,29
5177,90,33
5178,90,35
5179,90,39
5180,90,55
5181,90,72
5182,90,75
5183,90,86
5184,90,171
5185,90,204
5186,90,214
5187,90,243
5188,90,252
5189,90,271
5190,90,290
5191,90,308
5192,90,321
5193,90,338
5194,90,407
5195,90,417
5196,90,439
5197,90,477
5198,90,549
5199,90,559
5200,90,560
5201,90,600
5202,90,644
5203,90,733
5204,90,737
5205,90,749
5206,90,750
5207,90,756
5208,90,761
5209,90,820
5210,90,932
5211,90,958
5212,90,994
5213,90,1007
5214,90,1124
5215,90,1128
5216,90,1131
5217,90,1234
5218,90,1305
5219,90,1468
5220,90,1569
5221,90,1596
5222,90,1628
5223,90,1637
5224,90,1638
5225,90,1956
5226,90,2193
5227,90,2384
5228,90,2398
5229,90,2760
5230,90,3014
5231,90,3027
5232,90,3034
5233,90,3309
5234,90,3352
5235,90,3435
5236,90,3897
5237,90,3958
5238,90,4191
5239,90,4335
5240,90,4666
5241,90,4735
5242,90,5412
5243,90,5449
5244,90,8287
5245,93,153
5246,92,93
5247,92,105
5248,92,168
5249,92,300
5250,92,302
5251,82,93
5252,94,3
5253,94,19
5254,94,23
5255,94,28
5256,94,39
5257,94,56
5258,94,80
5259,94,86
5260,94,93
5261,94,127
5262,94,130
5263,94,132
5264,94,147
5265,94,150
5266,94,151
5267,94,152
5268,94,175
5269,94,183
5270,94,214
5271,94,219
5272,94,224
5273,94,243
5274,94,250
5275,94,252
5276,94,257
5277,94,258
5278,94,261
5279,94,271
5280,94,273
5281,94,274
5282,94,282
5283,94,286
5284,94,299
5285,94,301
5286,94,302
5287,94,304
5288,94,322
5289,94,324
5290,94,325
5291,94,348
5292,94,349
5293,94,356
5294,94,370
5295,94,389
5296,94,402
5297,94,405
5298,94,415
5299,94,549
5300,94,613
5301,94,616
5302,94,628
5303,94,631
5304,94,656
5305,94,659
5306,94,663
5307,94,668
5308,94,715
5309,94,739
5310,94,756
5311,94,779
5312,94,789
5313,94,798
5314,94,857
5315,94,859
5316,94,873
5317,94,937
5318,94,1053
5319,94,1123
5320,94,1186
5321,94,1201
5322,94,1243
5323,94,1956
5324,94,2062
5325,94,2128
5326,94,2237
5327,94,2499
5328,94,2643
5329,94,3034
5330,94,3089
5331,94,8282
5332,95,10
5333,95,108
5334,99,10
5335,99,271
5336,99,1498
5337,99,2565
5338,99,3293
5339,99,3371
5340,99,4071
5341,99,5022
5342,99,5055
5343,99,5412
5344,99,5812
5345,99,6560
5346,99,6592
5347,99,6634
5348,99,6737
5349,99,6765
5350,99,6774
5351,99,6918
5352,99,7574
5353,99,7588
5354,99,7632
5355,99,7803
5356,99,8132
5357,99,8237
5358,96,10
5359,96,28
5360,100,10
5361,100,34
5362,100,232
5363,100,378
5364,100,560
5365,98,10
5366,98,56
5367,98,86
5368,98,228
5369,98,514
5370,98,664
5371,98,966
5372,98,3002
5373,31,28
5374,31,49
5375,31,75
5376,31,95
5377,31,230
5378,31,322
5379,31,405
5380,31,506
5381,31,517
5382,31,857
5383,31,1402
5384,31,2348
5385,31,8285
5386,31,8286
5387,31,8287
5388,102,95
5389,102,108
5390,102,813
5391,102,1232
5392,102,1437
5393,103,28
5394,103,75
5395,103,80
5396,103,95
5397,103,144
5398,103,167
5399,103,182
5400,103,192
5401,103,255
5402,103,271
5403,103,299
5404,103,302
5405,103,306
5406,103,370
5407,103,391
5408,103,506
5409,103,579
5410,103,600
5411,103,656
5412,103,657
5413,103,665
5414,103,667
5415,103,681
5416,103,687
5417,103,700
5418,103,719
5419,103,739
5420,103,741
5421,103,746
5422,103,761
5423,103,1669
5424,103,1706
5425,103,1982
5426,103,2014
5427,103,2398
5428,103,2589
5429,103,2667
5430,103,2686
5431,103,2775
5432,103,2851
5433,103,2871
5434,103,2922
5435,103,3537
5436,103,4191
5437,103,4536
5438,103,4666
5439,103,4808
5440,103,4929
5441,103,4944
5442,103,5412
5443,103,5452
5444,103,5503
5445,103,5671
5446,103,5800
5447,103,5822
5448,103,5872
5449,103,6097
5450,103,6327
5451,103,6589
5452,103,6624
5453,103,6665
5454,103,6832
5455,103,6946
5456,103,6967
5457,103,7074
5458,103,7381
5459,103,7553
5460,103,7618
5461,115,95
5462,115,108
5463,115,506
5464,116,95
5465,116,756
5466,104,28
5467,104,55
5468,104,75
5469,104,94
5470,104,95
5471,104,150
5472,104,152
5473,104,178
5474,104,214
5475,104,243
5476,104,252
5477,104,282
5478,104,299
5479,104,302
5480,104,308
5481,104,356
5482,104,368
5483,104,377
5484,104,396
5485,104,477
5486,104,515
5487,104,664
5488,104,667
5489,104,955
5490,104,1077
5491,104,1100
5492,104,1103
5493,104,1192
5494,104,5022
5495,104,8287
5496,105,94
5497,105,95
5498,105,677
5499,106,28
5500,106,55
5501,106,95
5502,106,299
5503,106,579
5504,106,1211
5505,106,1595
5506,106,2211
5507,106,3033
5508,68,8
5509,68,15
5510,68,32
5511,68,56
5512,68,72
5513,68,75
5514,68,95
5515,68,127
5516,68,130
5517,68,271
5518,68,290
5519,68,368
5520,68,379
5521,68,465
5522,68,608
5523,68,650
5524,68,700
5525,68,762
5526,68,771
5527,68,825
5528,68,1026
5529,68,1157
5530,68,1159
5531,68,1239
5532,68,1352
5533,68,1374
5534,68,1437
5535,68,1498
5536,68,1549
5537,68,1592
5538,68,1633
5539,68,1637
5540,68,1646
5541,68,1680
5542,68,1688
5543,68,1706
5544,68,1792
5545,68,1855
5546,68,1919
5547,68,2001
5548,68,2066
5549,68,2072
5550,68,2102
5551,68,2134
5552,68,2160
5553,68,2174
5554,68,2209
5555,68,2237
5556,68,2264
5557,68,2276
5558,68,2307
5559,68,2325
5560,68,2328
5561,68,2338
5562,68,2354
5563,68,2371
5564,68,2440
5565,68,2535
5566,68,2565
5567,68,2576
5568,68,2579
5569,68,2587
5570,68,2593
5571,68,2597
5572,68,2612
5573,68,2618
5574,68,2643
5575,68,2653
5576,68,2654
5577,68,2697
5578,68,2708
5579,68,2760
5580,68,2764
5581,68,2765
5582,68,2774
5583,68,2775
5584,68,2809
5585,68,2814
5586,68,2859
5587,68,2871
5588,68,2877
5589,68,2900
5590,68,2912
5591,68,2951
5592,68,2973
5593,68,3014
5594,68,3018
5595,68,3021
5596,68,3024
5597,68,3026
5598,68,3028
5599,68,3034
5600,68,3050
5601,68,3056
5602,68,3084
5603,68,3089
5604,68,3117
5605,68,3145
5606,68,3150
5607,68,3192
5608,68,3238
5609,68,3258
5610,68,3276
5611,68,3307
5612,68,3313
5613,68,3334
5614,68,3351
5615,68,3352
5616,68,3371
5617,68,3376
5618,68,3435
5619,68,3439
5620,68,3443
5621,68,3454
5622,68,3459
5623,68,3473
5624,68,3489
5625,68,3498
5626,68,3506
5627,68,3537
5628,68,3557
5629,68,3586
5630,68,3607
5631,68,3614
5632,68,3634
5633,68,3635
5634,68,3643
5635,68,3661
5636,68,3691
5637,68,3806
5638,68,3807
5639,68,3816
5640,68,3892
5641,68,3897
5642,68,3946
5643,68,3949
5644,68,3958
5645,68,3980
5646,68,4013
5647,68,4024
5648,68,4037
5649,68,4040
5650,68,4051
5651,68,4055
5652,68,4065
5653,68,4099
5654,68,4111
5655,68,4124
5656,68,4162
5657,68,4179
5658,68,4201
5659,68,4211
5660,68,4212
5661,68,4231
5662,68,4247
5663,68,4290
5664,68,4310
5665,68,4335
5666,68,4338
5667,68,4351
5668,68,4373
5669,68,4453
5670,68,4485
5671,68,4536
5672,68,4574
5673,68,4584
5674,68,4587
5675,68,4588
5676,68,4604
5677,68,4613
5678,68,4631
5679,68,4791
5680,68,4795
5681,68,4828
5682,68,4875
5683,68,4884
5684,68,4896
5685,68,4944
5686,68,4981
5687,68,5002
5688,68,5022
5689,68,5061
5690,68,5079
5691,68,5096
5692,68,5123
5693,68,5179
5694,68,5188
5695,68,5210
5696,68,5226
5697,68,5233
5698,68,5245
5699,68,5254
5700,68,5262
5701,68,5288
5702,68,5323
5703,68,5351
5704,68,5404
5705,68,5412
5706,68,5415
5707,68,5423
5708,68,5430
5709,68,5437
5710,68,5445
5711,68,5449
5712,68,5457
5713,68,5459
5714,68,5463
5715,68,5484
5716,68,5524
5717,68,5527
5718,68,5543
5719,68,5545
5720,68,5605
5721,68,5620
5722,68,5637
5723,68,5639
5724,68,5655
5725,68,5671
5726,68,5680
5727,68,5697
5728,68,5721
5729,68,5732
5730,68,5745
5731,68,5780
5732,68,5806
5733,68,5814
5734,68,5839
5735,68,5848
5736,68,5860
5737,68,5863
5738,68,5886
5739,68,5902
5740,68,5922
5741,68,5925
5742,68,5933
5743,68,5936
5744,68,5972
5745,68,5994
5746,68,6083
5747,68,6097
5748,68,6098
5749,68,6124
5750,68,6130
5751,68,6156
5752,68,6229
5753,68,6262
5754,68,6306
5755,68,6400
5756,68,6407
5757,68,6437
5758,68,6505
5759,68,6599
5760,68,6634
5761,68,6682
5762,68,6774
5763,68,6784
5764,68,6832
5765,68,6914
5766,68,7063
5767,68,7094
5768,68,7115
5769,68,7168
5770,68,7233
5771,68,7341
5772,68,7544
5773,68,7553
5774,68,7620
5775,68,7632
5776,68,7795
5777,68,7839
5778,68,8051
5779,68,8178
5780,68,8287
5781,68,8293
5782,68,8295
5783,117,95
5784,118,95
5785,119,95
5786,107,95
5787,107,477
5788,107,517
